MIXTARD INSULIN,
ENDOXAN,102948.0
LEUKERIN,
AVIANE,750268.0
WELLBUTRIN SR,993545.0
BUPROPION SR PROLONGEDRELEASE TABLET,993541.0
NERISONE,226087.0
ASACOL,849383.0
TOPROL XL,866414.0
TYLENOL EXTRA STRENGTH,209459.0
NOVOLIN,847201.0
NOVORAPID,284810.0
ATROVENT,836368.0
CLARITIN,206805.0
NASACORT,1797915.0
SUDAFED,1049529.0
PEPCID,104094.0
GLUCOSE,4850.0
ACTOS,261266.0
CLEOCIN,1737582.0
SEROTONIN REUPTAKE INHIBITORS,1311214.0
TOPAMAX,151227.0
BUPROPION HCL PROLONGEDRELEASE TABLET,993541.0
ASPIRIN BABY,308416.0
PENICILLIN V,834102.0
FORMOTEROL,25255.0
SAWACILLIN,
SYMBICORT,1246290.0
VALSARTANDALSARTAN,
EXENATIDE PEN DISPOSABLE,60548.0
HUMALOG,847213.0
CIPROBAY CIPROFLOXACIN HYDROCHLORIDE,
QUESTRAN,1801280.0
VITAMIN K,412113.0
ADCAL,
POTASSIUM SLOW RELEASE,628953.0
ALLEGRA,997515.0
FENTANYL TRANSDERMAL SYSTEM,1727563.0
MOPRAL,
CONTRACEPTIVE,2815.0
CYPROHEPATADINE HCL,
COLESTIPOL,1048450.0
ALPHAGAN P,861206.0
SINTROM,
ALLELOCK,
DOXORUBICIN HCL,1191138.0
OLOPATADINE HCL,1111339.0
IOPAMIRON,
AMBROXOL HYDROCHLORIDE,625.0
TERNELIN,
SAWADOL,
SOLULACT,
APAP,1375932.0
ANTIPSYCHOTIC,10693.0
SPIRIVA,580261.0
BENICAR,352200.0
THEOPHYLLINE ER,313306.0
VITAMIN,412113.0
NORCO,857001.0
ANTIBIOTICS UNSPECIFIED,901.0
PULMICORT NEB,616817.0
CATAPRESSAN,202941.0
LEVOTHYROX,966221.0
TEMESTA,
LEVODOPA  BENSERAZIDE HCL,6375.0
ARTANE,905275.0
CABASER,
EBASTEL,
MEDICON,603929.0
IMODIUM,1250693.0
FLOMAX,863671.0
AVAPRO,153665.0
CARBOCAL D,
NICODERM CQ,351429.0
ZIPRASIDONE HCL,313778.0
DAIKENCHUTO,
LOSEC,104099.0
DIOVAN HCT,809014.0
EUTHYROX,966153.0
FLAGYL,687204.0
SULFAMETHOXAZOLETRIMETHOPRIM SMZ,
SUTENT,616283.0
CALCICHEWD,
ACETAMINOPHENTRAMADOL HYDROCHLORIDE,
TORADOL,860098.0
ESTRIOL,4094.0
MICONAZOLE NITRATE,998483.0
CLEXANE,196475.0
ZOLEDRONATE,121118.0
XATRAL,356728.0
DIFFU K,541208.0
TALVOSILEN,
EPIRUBICIN HCL,1732184.0
ACTINOMYCIN D,3100.0
PULMICORT TURBUHALER,616817.0
FELDENE,105929.0
BIOCAL,
CARDURA,104367.0
CIALIS,402096.0
FLEXERIL,828350.0
CGP,2367434.0
ADALIMUMAB,327361.0
RED BLOOD CELLS,259132.0
THYROXINE,10582.0
MADOPAR,29144.0
METROPROLOL,1744259.0
COSOPT,1923433.0
ADDERALL,541365.0
CROSS EIGHT M,466350.0
NEXIUM HR,606728.0
PRESERVISION,891820.0
VITAMIN MULTI FOR WOMEN OVER,412113.0
POVIDONEIODINE,
HORMONE THERAPY,5436.0
EMPYNASE,
HYALURONATE SODIUM,42892.0
SEROPLEX,
SERESTA,
ANTIHYPERTENSIVE MEDICATION NOS,968.0
CACIT D,
VALACYCLOVIR,313565.0
KEPPRA,261335.0
ECONAZOLE NITRATE,857366.0
TRIATEC,262418.0
DIHYDROCODEINE BITARTRATE,23088.0
LOPRESSOR,866498.0
MONOPINA,
ASCRIPTIN,830530.0
ADALGUR N,
LITHOBID,206786.0
PANVITAN,
OXYCONTIN,1049504.0
COLOMYCIN COLISTIMETHATE SODIUM,150823.0
LEUPROLIDE ACETATE,545835.0
SIMVASTATIN MG TABLETS,198211.0
ZYVOX,1662286.0
SPRYCEL,643173.0
DIAZEPAM TABLETS,197591.0
MS REISHIPPU ASTRA,892560.0
PHYSISALZ,
PAZUFLOXACIN,62152.0
LACTEC,
IMODIUM MULTISYMPTOM RELIEF,1250693.0
THYRADIN S,
SENNA EXTRACT,998740.0
UBIDECARENONE,21406.0
TERIPARATIDE,1435115.0
KALCIPOSD,
TOWARAT L,
PROCAINAMIDE,857886.0
EZETIMIBE AND SIMVASTATIN,349556.0
TACROLIMUS  TACROLIMUS FORMULATION UNKNOWN,198377.0
SALMETEROLFLUTICASONE,
CALCICAL CALCIUM CARBONATE,
MOBIC,152699.0
MIRAPEX,859035.0
PHENOBARB,702519.0
IMDUR,206858.0
EXENATIDE MCG PEN DISPOSABLE DEVICE,60548.0
MYFORTIC,616449.0
NO TREATMENT RECEIVED,317136.0
CARDIZEM,830876.0
SOLIAN,56549.0
DEROXAT,
HYDROCHLOTHIAZIDE,
OXYCODON,1049221.0
NORETHINDRONE ACETATE,748961.0
GOSHAJINKIGAN,
MINOCYCLINE,197984.0
BAYASPIRIN  MG,
UNASYN S,993111.0
SOLIFENACIN SUCCINATE,477367.0
COLESEVELAM COLESEVELAM FORMULATION UNKNOWN,866910.0
AMLODIPINE AMLODIPINE FORMULATION UNKNOWN,197361.0
TROSPIUM CHLORIDE TROSPIUM CHLORIDE,857560.0
DONEPEZIL DONEPEZIL FORMULATION UNKNOWN,997223.0
CODEINE PHOSPHATE PARACETAMOL,995868.0
GLYBURIDEMETFORMIN HYDROCHLORIDE,
DITROPAN,863609.0
ASASANTIN SR,
DORZOLAMIDE HYDROCHLORIDETIMOLOL MALEATE,1923432.0
POTASSIUM CHLORIDE CR,628953.0
ISOSORB MONO,317110.0
TRAMADOL HCL,835603.0
PARACETAMOLHYDROCODONE BITARTRATE,
GLEEVEC,404588.0
PEROSPIRONE,
OMEPRAZOLE  MG GASTRORESISTANT CAPSULES,198051.0
SIMVASTATIN  MG TABLETS,198211.0
XALATAN,542527.0
YASMIN,748857.0
CARTIA XT,831226.0
ARTIFICIAL TEARS,9530.0
FERROUS SODIUM CITRATE,310325.0
BENZOYL PEROXIDE,308694.0
TYLENOL ARTHRITIS PAIN,209459.0
ANTIHISTAMINE,215332.0
TRUSOPT,151100.0
ATACAND PLUS,577785.0
TRIMETAZIDINE HCL,10826.0
BROMHEXINE HCL,1753.0
HYDROCORTISONE SODIUM SUCCINATE,106258.0
CALCIPARINE,
MYSER  DIFLUPREDNATE,
AVAPRO HCT,153665.0
RHINOCORT AQUA,1797931.0
IRON SUPPLEMENTS,24909.0
CARBATROL,308977.0
TETRACYCLINE HCL,198252.0
GLUCOSAMINE WCHONDROITIN,1369406.0
CHLORPROMAZINE HCL,991194.0
ALDACTONEA,
AMILORIDE,977880.0
WELLVONE,
FLURAZEPAM HYDROCHLORIDE,1298091.0
CASODEX,108828.0
PROFENID,
SODIUM PHOSPHATE DIBASIC,545626.0
CARDIAZEM DILTIAZEM,
AGGRENOX,1362082.0
FLEET ENEMA,283100.0
SENNOSIDES,312935.0
DYAZIDE,208124.0
CYANCOBALAMIN,
NORMAL SALINE,797550.0
LAXATIVE,81973.0
BABY ASA,215531.0
MAGNEVIST,825346.0
NEPHROCAPS,1087623.0
FOLIC ACID WVITAMIN B NOS,310410.0
CARDIZEM CD,830876.0
TOUJEO,1604544.0
ZETIA,352304.0
DEXILANT,902624.0
COVERSYL,104382.0
NEUROVITAN,
ACETAMINOPHEN PARACETAMOL,198440.0
MOVICOL,
FORMOTEROL WBUDESONIDE,25255.0
MOSAPRIDE CITRATE,135091.0
BUMEX,205488.0
AMBRISENTAN,722116.0
FLOLAN,211199.0
ABACAVIR SULFATEZIDOVUDINELAMIVUDINE,242679.0
ULTRA LEVURA,807734.0
LEPTICUR,
PRAVASTATIN SODIUM  MG TABLETS,904467.0
XALATAN  EYE DROPS,542527.0
FLOVENT HFA,896019.0
KLORCON M,
RITUXAN,1657864.0
XOPENEX HFA,261136.0
DEXAMETHASONE SODIUM PHOSPHATE WATSON LABORATORIES,1116927.0
ULTRAM,835605.0
LOSARTAN POTASSIUM WHYDROCHLOROTHIAZIDE,979492.0
ALBUTEROL SULFATE  IPRATROPIUM BROMIDE WATSON LABORATORIES,630208.0
ENTACAPONE,317094.0
MUTIVITAMIN,
AMINOSALICYLIC ACID,7833.0
FASLODEX,727954.0
LISINOPRIL AND HCTZ,314077.0
PREDONINE PREDNISOLONE,
BACTRAMIN SULFAMETHOXAZOLETRIMETHOPRIM,
PARIET RABEPRAZOLE SODIUM,33936.0
TIMOPTOL TIMOLOL MALEATE,10602.0
EPADEL,
IDARUBICIN HCL,1791493.0
TOSUFLOXACIN,38416.0
BROMPHENIRAMINEPSEUDOEPHEDRINE,
CHLOROQUINE,1117531.0
THYRADIN,
INEGY,
LEVOTHROID,966156.0
ISENTRESS,744846.0
FLUITRAN TRICHLORMETHIAZIDE,
SELBEX TEPRENONE,
NOVORAPID INSULIN ASPART GENETICAL RECOMBINATION,284810.0
ADALAT NIFEDIPINE,672916.0
MEDICON DEXTROMETHORPHAN HYDROBROMIDE,603929.0
BECLOMETHASONE,1797910.0
LATANOPROST,314072.0
SENEKOT,
MILK OF MAGNESIA,283579.0
FLEET ENEMAS,283100.0
ESTRAMUSTINE PHOSPHATE SODIUM,4089.0
NAPROSYN,207093.0
DIAMMONIUM GLYCYRRHIZINATE,1427061.0
CALCICHEW D,
FLECAINE,4441.0
ROBITUSSIN COUGH,996520.0
ELAVIL,856836.0
UNSPECIFIED NEBULIZER,8610.0
ATACAND HCT,577785.0
CGP B,2367434.0
ATMADISC,
ALBUTEROL INHALER,630208.0
XYZAL,855170.0
LUPRAC,
BLOOD TRANSFUSION,62616.0
INTERFERON BETA B,545289.0
DELIX,262418.0
TOREM,313428.0
COGENTIN,885207.0
METAMUCIL,880853.0
BENZTROPINE MESYLATE,885213.0
EVIPROSTAT,
RINGERS SOLUTION LACTATED,847617.0
FAMVIR,108852.0
MOHRUS,
LENDEM,
LEUPRORELIN ACETATE,42375.0
PANADEINE,
PROVENTIL,746763.0
DETROL LA,855180.0
FLUPENTIXOL DECANOATE,4495.0
DULCOLAX,1247877.0
ALBYLE,
PRINIVIL LISINOPRIL DIHYDRATE,206764.0
ALBUTEROL HFA,630208.0
PANSPORIN T,
CEFOPERAZONESULBACTAM,
CYCLOSPORIN A,3008.0
KERLONE,1297755.0
DAFALGAN,707736.0
MOVICOLON,
CEFUROXIM,1665449.0
BOSENTAN,349253.0
COZAAR LOSARTAN  POTASSIUIM,979482.0
WELLBUTRIN XL,993545.0
BLOOD CELLS,62616.0
ERYTHROPOETIN,713333.0
BACLOFEN INTRATHECAL,197391.0
INSULIN HUMAN INJECTION,253182.0
UROXATRAL,861134.0
IBANDRONATE SODIUM,904932.0
RED YEAST RICE,259132.0
DAILY VITAMINS,1301880.0
TRIAMTERENE,310812.0
VAGIFEM,884709.0
OTC ALLERGY MEDICATION,3686.0
EXFORGE,724879.0
VICKS NYQUIL,1001066.0
CENTRUM MVI,92104.0
HYSRON,
LISIPRIL,
POTACHLORIDE,
FOLATE SODIUM,62356.0
INVEGA,858051.0
DEPAKOTE ER,1099598.0
PROVENTIL HFA,746763.0
KATADOLON,
EPIPEN,727347.0
FLUDARABINE PHOSPHATE IV,1740865.0
CIFLOX,
TOPALGIC TRAMADOL HYDROCHLORIDE,
TAREG,
ZYVOXID,
EPOPROSTENOL,562501.0
CEFOPERAZONE SODIUMSULBACTAM SODIUM,309062.0
DOMINAL PROTHIPENDYL HYDROCHLORIDE,
ENALAPRIL HCT,858810.0
HUMULIN,847189.0
ALDACTAZINE,
HYPNOVEL,106515.0
MONOTILDIEM,
NAUZELIN,
CITRACAL,1001693.0
MATERNA,225380.0
DEXAMETHASONE ORAL,1116927.0
LATUDA,1040036.0
UNSPECIFIED PAIN MEDICATION,8610.0
DUPHALAC,151674.0
ACCUPRIL,207891.0
METOPROLOL SUCC,866514.0
OSCAL,1243415.0
AMPYRA,897025.0
CHONDROITINGLUCOSAMINEMETHYLSULFONYLMETHANE,
DOXORUBIN,
DARUNAVIR,460132.0
NOVOLOG,1653204.0
ALEVE NAPROXEN SODIUM,849728.0
POTASSIUM CL,628953.0
NITROSTAT,207331.0
SUPER VITAMIN B COMPLEX,10245.0
CEFCAPENE PIVOXIL HYDROCHLORIDE,1469851.0
TRICOR,261295.0
CORTEF,208680.0
BUPROPION XL,993541.0
BISOPROLOLHYDROCHLOROTHIAZIDE HYDROXYCHLOROTHIAZIDE BISOPROLOL FUMARATE,
AVANDIA ROSIGLITAZONE MALEATE,261241.0
CENESTIN ESTROGENS CONJUGATED,261220.0
CYTOMEL LIOTHYRONINE SODIUM,903458.0
SALMETEROL XINAFOATE,312897.0
SKELAXIN METAXALONE,352277.0
LOSARTAN AND HYDROCHLOROTHIAZIDE,979492.0
ERLOTINIB,603203.0
DEXMETHSONE DEXAMETHASONE,
HUMALOG MIX,847213.0
ERLOTINIB ERLOTINIB HYDROCHLORIDE TABLET,603203.0
ZOFRAN  ONDANSETRON FORMULATION UNKNOWN,104896.0
ACETAMINOPHEN AND CODEINE,198440.0
HEMISUCCINATE HYDROCORTISONE,
AMOXICILLIN E,308191.0
EFFERALGAN,23851.0
NALBUPHINE HCL,904415.0
QUILONUM,
TRANSAMIN,91119.0
MINOCIN MINOCYCLINE HYDROCHLORIDE,207353.0
CATAPRESSTTS,
MIYABM,
ETHYL ALCOHOL,1362892.0
ULORIC,834239.0
STOOL SOFTENER DOCUSATE CALCIUM,1115005.0
COQ,21406.0
NATURE MADE D,728585.0
PROBIOTIC,1441383.0
LEVOBUNOLOL HCL,1150836.0
INSULIN HUMAN,253182.0
DANAZOL,3102.0
MULTIVITAMINS PLUS IRON,1234482.0
THIAZIDE,3571.0
HYDROQUINONE,197795.0
METFORMIN WSAXAGLIPTIN,861004.0
FERRIC GLUCONATE,617954.0
HEPARIN LMW,1361226.0
IMATINIB MESILATE,403878.0
OMEPRAZOL E,198051.0
AMINOPHYLLINE,1724668.0
BIOFERMIN R,
BENFLUOREX HYDROCHLORIDE,18880.0
AMANTADINE HCL,849389.0
TICLOPIDINE HYDROCHLORIDE,313406.0
LEVOFLOXACIN WATSON LABORATORIES,199885.0
DYAZIDE HYDROCHLOROTHIAZIDE TRIAMTERENE,208124.0
METROCREAM METRONIDAZOLE,211666.0
CHEMOTHERAPY,598781.0
MAGMITT,
NITROPEN,
MOTILIUM,203007.0
POLAPREZINC,2179843.0
PACLITAXEL TEVA,312199.0
AMLODIN,
HIRUDOID,
ENSURE,1924337.0
TRAMAL,10690.0
METOJECT,
CALCIUMVITAMIN D CALCIUM CARBONATE VITAMIN D NOS,
ZESTRIL LISINOPRIL,104375.0
OGEN ESTROPIPATE,205541.0
BENICAROLMESARTAN MEDOXOMIL,
CRESTORROSUVASTATIN CALCIUM,
SODIUM PHOSPHATE DIBASICSODIUM PHOSPHATE MONOBASIC ANHYDROUS,545626.0
LISINOPRIL  HIDROCLOROTIAZIDA HYDROCHLOROTHIAZIDE LISINOPRIL,314077.0
VASOTEC ENALAPRIL MALEATE,858806.0
AVALIDE HYDROCHLOROTHIAZIDE IRBESARTAN,823934.0
HYDROCHLOROTHIAZIDE AND LISINOPRIL,310798.0
DIOVANHCTZ HYDROCHLOROTHIAZIDE,
VITAMIND VITAMIN D NOS,
TENORETIC CHLORTALIDONE ATENOLOL,746023.0
LISINOPRIL LISINOPRIL DIHYDRATE UNKNOWN,314077.0
MYLICON SIMETHICONE,809376.0
TOVIAZ,810075.0
PLAVIX CLOPIDOGREL BISULAFATE,213169.0
CALTRATE PLUS VITAMIN D COLECALCIFEROL CALCIUM CARBONATE,1442443.0
FERRO SULPHATE FERROUS SULFATE,310325.0
ARTHROTEC DICLOFENAC SODIUM MISOPROSTOL,1359107.0
TORSEMIDE TORASEMIDE,198371.0
HUMALOG INSULIN INSULIN LISPRO,847213.0
SUCRAFATE,
VALERIAN,253206.0
GLUCOVANCE METFORMIN HYDROCHLORIDE GLIBENCLAMIDE,861747.0
TUDORZA PRESSAIR,1303107.0
CARDIZEM DILTIAZEM,830876.0
NIACIN NICOTINIC ACID,1098134.0
VITAMIN D ERGOCALCIFEROL,412113.0
GABAPEN,310431.0
ALEVIATIN,
PREVPAC,757969.0
NASONEX  MOMETASONE FUROATE,1797870.0
PREVACID  LANSOPRAZOLE,596918.0
BLOOD TRANSFUSION AUXILLARY PRODUCTS,62616.0
LOPINAVIRRITONAVIR,
DYAZIDE HYDROCHHLOROTHIAZIDE TRIAMTERENE,208124.0
TENOFOVIR DF  EMTRICITABINE,349251.0
SELOKEN,
SYNAGIS,261359.0
CYTOMEL,903458.0
NIASPAN,763171.0
BIFIDOBACTERIUM BIFIDUM,1550045.0
VINDESINE SULFATE,11204.0
VALACYCLOVIR HCL,313565.0
SENNA TABS SENNA SPP,998740.0
MIRALAX MACROGOL,876195.0
LIBRAX,889616.0
ADVIL MEFENAMIC ACID,206878.0
VENLAFAXINE XR,313585.0
NEBUPENT,861599.0
VITAMINS UNSPECIFIED,436363.0
DIOVANHCT HYDROCHLOROTHIAZIDE VALSARTAN,
DARVOCET N PARACETAMOL DEXTROPROPOXYPHENE HYDROCHLORIDE,849692.0
CRESTOR ROSUVASATIN CALCIUM,859421.0
HYZAAR HYDROCHLOROTHIAIZIDE LOSARTAM POTASSIUM,979470.0
PROMETHAZINE PROMEHAZINE,992447.0
BIRTH CONTROL ORAL CONTRACEPTIVE NOS,
DOBUTAMINE HYDROCHLORIDE,309984.0
BELOCZOK,
JUVELA N,
PROTONIX PANTOPRAZOLE SODIUM,885257.0
GLUTATHIONE,4890.0
PHOSPHATIDYLCHOLINE,198799.0
AMINO ACID,582299.0
FAT EMULSION NOS,200316.0
MICARDIS HCT HYDROCHLOROTHIAZIDE TELMISARTAN,749833.0
TOPROL METHOPROLOL SUCCINATE,866414.0
LIDOCAINE HCL,1737778.0
FRUMIL AMILORIDE HYDROCHLORIDE FUROSEMIDE,
SPIRIVA TIOTROPIUM BROMIDE,580261.0
CIPRALEX ESCITALOPRAM,
UNIMAZOLE THIAMAZOLE,
PAIN MEDICATION,198440.0
TEKTURNA,1011712.0
SUPER B COMPLEX,10245.0
VITAMIN A,412113.0
BELOC ZOK,
AMBROXOL,625.0
SYMBICORT TURBUHALER DRACO,1246290.0
ARNICA,144377.0
PRANDIN,213219.0
VICODIN PARACETAMOL HYDROCODONE BITARTARTE,856898.0
VITAMIND COLECALCIFEROL,
OROCAL D,
GARDENAL,
SUFENTA,56795.0
NEOSTIGMINE BROMIDE,311936.0
BENICAR OLMESARTAN MEDOXOMIL,352200.0
IOMERON,
PERSANTINE DIPYRIDAMOLE,206714.0
ISORDIL ISOSORBIDE DINITRATE,793873.0
BISOPROLOL FUNMARATE BISOPROLOL FUMARATE,854905.0
TREXALL METHOTREXATE SODIUM,284592.0
DIOVAN VALSARATAN,809014.0
ULTRACET PARACETAMOL TRAMADOL HYDROCHLORIDE,836397.0
DIOVAN HCT HYDROCHLOROTHIAZIDE VALSARTAN,809014.0
AMLODIPINEBENAZEPRIL BENAZEPRIL HYDROCHLORIDE AMLODIPINE BESILATE,
AVANDAMET METFORMIN HYDROCHLORIDE ROSIGLITAZONE MALEATE,861762.0
TIMOPTIC TIMOLOL MALEATE UNKNOWN,1992304.0
ALPHAGAN BRIMONIDINE TARTRATE UNKNOWN,861206.0
HYZAAR HYDROCHLOROTHIAZIDE LOSARTAN POTASSIUM UNKNOWN,979470.0
NEXIUM ESOMEPRAZOLE MAGNESIUM UNKNOWN,606728.0
CALCIUM CALCIUM UNKNOWN,308915.0
TRIAMCINOLONE TRIAMCINOLONE OINTMENT,1014314.0
MOXIFLOXACIN HYDROCHLORIDE,403818.0
MYAMBUTOL,995609.0
SODIUM IODIDE I,545626.0
CALCI CHEW D,308915.0
PRENISOLONE EYE DROPS PREDNISOLONE,
EXCEDRIN,209468.0
CELEREX CELECOXIB,
LEVOXYL LEVOTHROXINE SODIUM,966157.0
MORPHINE AGUETTANT,1729000.0
LISINOPRILLISINOPRIL,
SEPTRA SULFAMETHOXAZOLE TRIMETHOPRIM,823998.0
GLUCOPHAGE XR METFORMIN HYDROCHLORIDE,860977.0
ZEBETA,854903.0
DIOVANHYDROCHLOROTHIAZIDE HYDROCHLOROTHIAZINE VALSARTAN,
CALAN VERAPAMIL HYDROCHLORIDE,897676.0
PAMELOR NORTRIPTYLINE HYDROCHLORIDE,209329.0
PROVENTIL SALBUTAMOL,746763.0
SINEMET LEVODOPA CARBIDOPA,792381.0
IRON SUPPLEMENT IRON,24909.0
VITACAL,
FLAXSEED,259151.0
LASIXFUROSEMIDE,
ATIVANLORAZEPAM,
ACETYLALICYLIC ACIDACETYLSSALICYLIC ACID,
ESTROGEL ESTRADIOL,581549.0
CRANBERRY VACCINIUM MACROCARPON,2117542.0
PALLADONE,897678.0
PRINZIDE HYDROCHLOROTHIAZIDE  LISINOPRIL DIHYDRATE LISINOPRIL DIHYDRATE,207961.0
AFEDITAB,672920.0
DEXATON DEXAMETHASONE SODIUM PHOSPHATE,
ESMOLOL,1736546.0
BABY ASPIRINASPIRIN,215531.0
KIRKLAND SIGNATURE ALLER TEC ALLERGY,198191.0
SODIUM GUALENATE,545626.0
PYRIDOXAL PHOSPHATE,9004.0
TEGRETOL CARBAMAZEPINE,308971.0
BIPRETERAX N,
DIAZIDE,
LEXAPRO ESCITALOPRAM,352272.0
XELJANZ,1357547.0
AGGRENOX ACETYLSALICYLIC ACID DIPYRIDAMOLE,1362082.0
TRANSFUSIONS,
MEVACOR,206257.0
ZYLOPRIM,213995.0
VICODIN ES PARACETAMOL HYDROCODONE BITARTRATE,856898.0
DOXACOR,
METOHEXAL,
UTEMERIN INJ,
RITODRINE HCL,1112869.0
CALCICHEW D FORTE,
THEODUR,203024.0
TAVOR,
INTELENCE,758555.0
CLOSTRIDIUM BUTYRICUM,798306.0
MONOCRIXO,
CLOMIPRAMINE HYDROCHLORIDE,857297.0
KYTRIL GRANISETRON HYDROCHLORIDE,103909.0
LOTREL BENAZEPRIL HYDROCHLORIDE AMLODIPINE BESILATE,898344.0
CITRUCEL,1868847.0
THYROID SUPPLEMENT,208545.0
TYLENOL COLD,209459.0
DECADRON DEXAMETHASONE ACETATE,755976.0
RELPAX,404443.0
AUGMENTIN DUO FORTE,617333.0
EUCREAS METFORMIN HYDROCHLORIDE VILDAGLIPTIN,
CLORAZEPATE,197464.0
BELLADONNA AND PHENOBARBITONE,89781.0
DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE,830845.0
DILTIAZEM CD,830845.0
BETA BLOCKERS,197407.0
ACETAMINOPHENHYDROCODONE BITARTRATE,
ASPIRIN CARDIO,308416.0
TAKEPRON OD,
LEVOMEPROMAZINE MALEATE,6852.0
JEVITY,602929.0
ADVIL IBUPROFEN,206878.0
EPOGIN S,
GLIMEPIRID,199246.0
HYDROCHLORTHIAZID,349353.0
HYDROCORTONE,1037330.0
MODURETIC,977885.0
KAYEXALATE,546627.0
JUVELA NICOTINATE,
